id,externalId,name,breed,age,sex,ageCategory,location,county,region,charity,imageUrl,link,scrapedDate,lastSeen,description
"cmfr9nurm00ahpkl7n43zdxf2","3b86db9f","Ruby","Unknown","Unknown","Unknown","Unknown","","","","Alpet Poundies Rescue","https://alpetpoundiesrescue.weebly.com/uploads/1/2/3/1/123176501/published/ruby2.jpg?1757399055","https://alpetpoundiesrescue.weebly.com/our-dogs-ready-for-adoption.html","2025-09-14T23:00:00.000Z","2025-09-19T20:02:41.408Z","Young Cane Corso Ruby came in with Ralph from the pound where they were about to be pts. Both are sweet dogs with typical Cane Corso slobber and barks.

See on Facebook"
"cmfr9ntq100agpkl71ujnez0o","41aaca45","Beau","Unknown","Unknown","Unknown","Unknown","","","","Alpet Poundies Rescue","https://alpetpoundiesrescue.weebly.com/uploads/1/2/3/1/123176501/beau-4_orig.jpg","https://alpetpoundiesrescue.weebly.com/our-dogs-ready-for-adoption.html","2025-09-14T23:00:00.000Z","2025-09-19T20:02:40.055Z","About 4 years old, Beau the Bulldog is a real bundle of joy and loves her cuddles. She plays happily with other dogs at the Rescue but is bossy so we think she'd be better living as an only dog. No cats or young children - for some reason, she took against the young child in her previous home and so was returned to us. Once bonded, she will guard so needs an experienced home.

See on Facebook"
"cmfr9nsok00afpkl7i6ia6tnv","3d00013b","Buddy","Crossbreed","Unknown","Unknown","Unknown","","","","Alpet Poundies Rescue","https://alpetpoundiesrescue.weebly.com/uploads/1/2/3/1/123176501/buddy-daxi-3_orig.jpg","https://alpetpoundiesrescue.weebly.com/our-dogs-ready-for-adoption.html","2025-09-14T23:00:00.000Z","2025-09-19T20:02:38.706Z","Buddy is a 7-year-old Dachshund x Jack Russell. He is an affectionate but nervous boy who bonds strongly and then thinks it's his mission to protect his person against other dogs and people. No cats or young children. Prefers a quieter household.

See on Facebook"
"cmfr9nrmw00aepkl7uoah9cxj","31f3e0d0","Roscoe","Unknown","Unknown","Unknown","Unknown","","","","Alpet Poundies Rescue","https://alpetpoundiesrescue.weebly.com/uploads/1/2/3/1/123176501/editor/roscoe.jpg?1756622219","https://alpetpoundiesrescue.weebly.com/our-dogs-ready-for-adoption.html","2025-09-14T23:00:00.000Z","2025-09-19T20:02:37.351Z","Roscoe is looking for a very experienced Collie owner with plenty of common sense to offer him the chance of a better life - ideally on a smallholding with no children around. Being an intelligent working breed, Roscoe suffered a lot when he was kept locked in a crate in his previous home. He is a lovely boy who will flourish in a more suitable home with someone who understands what stresses him.

See on Facebook"
"cmfr9nql000adpkl78ab0qmse","30d64563","Oscar","Crossbreed","8 years","Male","7 - 9 years","","","","Stokenchurch Dog Rescue","https://stokenchurchdogrescue.org.uk/slir/w500-h394-c500.394/webroot/uploads/dogs/2023/Oscar%20520%20A.jpg","https://stokenchurchdogrescue.org.uk/dogs/oscar-520","2025-09-14T23:00:00.000Z","2025-09-19T20:02:35.987Z","CLICK HERE FOR OUR PRE-ADOPTION QUESTIONNAIRE

Oscar came to SDR when a family member developed allergies to his fur which resulted in asthma.


Oscar has settled in well to the routine here at SDR and is happy to see the dog carers for a good fuss and a cuddle. One thing he doesn't like is being left, he can become a little vocally demanding until you come back for more cuddles. He does however settle in time and relaxes on his bed.

Food & Treats - Oscar is a bit of a chunky lad, so at present, he is fed on a weight-control biscuit. He does like his food but does not bolt it down, he is well-mannered when taking treats but can sometimes be a little bit pushy, wanting more.

People & Personality - Oscar can be a little shy when he first meets someone new, but this very quickly passes (particularly if treats are involved) and before you know it, he's your new best friend. He has a fabulous personality which comes shining through the more time you spend with him.

Traveling & Vets - Whilst here at SDR Oscar has been on a short journey to see our vets, He was a little unsettled in the van and did whine while on the journey. Having arrived at the vet he was quite well-behaved to start with the vet and assistant giving him a fuss. Unfortunately, when the vets wanted to examine him, he wasn't quite as happy, he did growl at the vet when they tried to listen to his heart and check his teeth. We did muzzle him for the examination, but this made matters a little worse, with Oscar trying to pull the muzzle off. When the examination was all finished Oscar went back to his happy self with the vet giving him a fuss.

Out & About - Oscar does like to go for a walk, he gets rather excited when having his harness fitted. Once out he does tend to pull somewhat on the lead and being the size he is, you certainly know about it. He loves to take in all that's around him having a good sniff of the fauna and flora. He is not fazed by passing traffic and happily carries on enjoying his surroundings.

Dogs & Cats - Oscar is very vocal when meeting new dogs and because of his size, some dogs find him quite intimidating. Oscar couldn't live with another dog, but he could (in time) have some canine buddies to go walking with. Introductions would have to be done gradually and well controlled. We have also introduced Oscar to our resident cat and again he was very vocal when he caught sight of her. Our Resident cat (Clove) is very used to meeting dogs and was not concerned about his barking, choosing to bop Oscar on the nose, just to let him know who's boss.

Garden & Fencing - Oscar is most certainly going to need a garden, we have found that he does not like to toilet on concrete and prefers to go on grass. He will need a good-sized garden for him to have a play and run around and a 6-foot secure fence.

Oscar's new family - Oscar is looking for a new family that can keep up with his high demands for entertaining him. He can be left for up to four hours, but this will need to be built up gradually and he will need to be let out to the toilet just before you leave and as soon as you arrive back home. Oscar loves his walks so his new family will also need plenty of energy to keep up with him. 

Oscar will require a minimum of two visits from all members of the household ahead of the adoption process.


The adoption fee for Oscar is £250.00

 

50 MILE RE-HOMING RADIUS APPLIES

                                       STOKENCHURCH DOG RESCUE RESERVES THE RIGHT TO REFUSE TO RE-HOME A DOG WITHOUT GIVING DUE REASON"
"cmfr9j90q00acpkl7uxt1avek","4a1b48c8","Frazzle","Lurcher","6 years","Male","4 - 6 years","Stokenchurch","Buckinghamshire","South East","Stokenchurch Dog Rescue","https://stokenchurchdogrescue.org.uk/slir/w500-h394-c500.394/webroot/uploads/dogs/2023/Frazzle%20439%20A.jpg","https://stokenchurchdogrescue.org.uk/dogs/frazzle439","2025-09-14T23:00:00.000Z","2025-09-19T19:59:06.601Z","CLICK HERE FOR OUR PRE-ADOPTION QUESTIONNAIRE

Frazzle arrived in our care back in 2023 after his owner was no longer able to care for him.  He's often overlooked due to his size and colouring, which is a shame as he will make someone a wonderful companion.  Frazzle is a firm favourite with the staff and his regular walkers.

WHAT’S GREAT ABOUT FRAZZLE?
  Enjoys long walks in the countryside
  Food motivated
  Loves playing with toys – especially a squeaky ball or flirt pole
  After a long walk, will relax on his bed for a snooze
  Playful and affectionate
  Not fazed by traffic

 

WHAT FRAZZLE NEEDS…
Minimal home alone time to start with
Large secure garden
No small furries (cats, rabbits etc)
Understanding owners who will give him time to settle back into a home environment
Owners who will work on building a bond with him to continue training
A home where he can snuggle up on the sofa with you after a good long walk

 

 

The adoption fee for Frazzle is £250.00

                                                                                         50 MILE RE-HOMING RADIUS APPLIES

                               STOKENCHURCH DOG RESCUE RESERVES THE RIGHT TO REFUSE TO RE-HOME A DOG WITHOUT GIVING DUE REASON"
"cmfr9j84c00abpkl7adbd3hfr","55275b","Brie","Crossbreed","8 years","Female","7 - 9 years","Stokenchurch","Buckinghamshire","South East","Stokenchurch Dog Rescue","https://stokenchurchdogrescue.org.uk/slir/w500-h394-c500.394/webroot/uploads/dogs/2023/Brie%20354%20F.jpg","https://stokenchurchdogrescue.org.uk/dogs/brie354","2025-09-14T23:00:00.000Z","2025-09-19T19:59:05.434Z","CLICK HERE FOR OUR PRE-ADOPTION QUESTIONNAIRE

Brie was handed into SDR back in 2022 as her owner couldn’t cope with her care alongside her daughter's needs.  She suffered from fur patches missing from her coat which sometimes bled and were very itchy. We found out later her skin issues were more complex than they initially looked. After many vet appointments and a referral to a skin specialist, she is now looking a lot better and is finally ready to find her forever home.

 

WHAT’S GREAT ABOUT BRIE?
Can live with teenagers aged 14 years and over
Loves people
Knows basic commands and walks well on the lead
Full of enthusiasm and enjoys mental and physical stimulation
Can be left home alone for a few hours
Would enjoy a home that would train/participate in some form of sports

 

WHAT BRIE NEEDS…
Owners who are able to keep up with her medical needs (SDR will explain in detail)
A home with a secure garden
An active home that will keep her physically & mentally stimulated
A home with no other pets
Owners who will give her time to settle and adjust to home life

 

She will need medication and management for her skin for the rest of her life, which also includes special food.  Potential owners will need to bear this in mind.  Brie has been seeing a specialist vet and may need an appointment there in the future. We will go into more detail with potential new owners.

 'Discretionary contributions towards costs of medication will be considered'

The adoption fee for Brie is £200

 

50 MILE RE-HOMING RADIUS APPLIES

STOKENCHURCH DOG RESCUE RESERVES THE RIGHT TO REFUSE TO RE-HOME A DOG WITHOUT GIVING DUE REASON"
"cmfr9j4wq00aapkl7tx4gras0","496e5517","Loki","Bulldog","3 years","Male","1 - 3 years","Stokenchurch","Buckinghamshire","South East","Stokenchurch Dog Rescue","https://stokenchurchdogrescue.org.uk/slir/w500-h394-c500.394/webroot/uploads/dogs/2023/Loki%20422%20E.jpg","https://stokenchurchdogrescue.org.uk/dogs/loki422","2025-09-14T23:00:00.000Z","2025-09-19T19:59:01.272Z","CLICK HERE FOR OUR PRE-ADOPTION QUESTIONNAIRE

Loveable Loki was signed over to SDR at the end of 2022 after his previous owners could no longer give him the care he needed. He's become a firm favourite with the staff here and we would love to find him the home he truly deserves.

WHAT’S GREAT ABOUT LOKI?
Incredibly affectionate
Showing promise in dog sports
Walks nicely with dogs he knows
Crate trained
Playful
Food motivated
Enjoys mental stimulation and enrichment
Loves learning new things

 

WHAT LOKI NEEDS…
Confident and experienced owners with large breeds
A secure garden for fun and games
Owners who will actively continue dog sports and training with him, as he’s showing great potential, and it’s helping with his confidence
A home where leaving hours can be built up gradually

 

The adoption fee for Loki is £200

 

 

                                                                                         50 MILE RE-HOMING RADIUS APPLIES

                               STOKENCHURCH DOG RESCUE RESERVES THE RIGHT TO REFUSE TO RE-HOME A DOG WITHOUT GIVING DUE REASON"
"cmfr9j47500a9pkl7ybu4av2m","35322735","Eddie","Anatolian Shepherd Dog","3 years","Male","1 - 3 years","Stokenchurch","Buckinghamshire","South East","Stokenchurch Dog Rescue","https://stokenchurchdogrescue.org.uk/slir/w500-h394-c500.394/webroot/uploads/dogs/2024/Eddie%20419%2024%20A.jpg","https://stokenchurchdogrescue.org.uk/dogs/eddie419","2025-09-14T23:00:00.000Z","2025-09-19T19:59:00.352Z","CLICK HERE FOR OUR PRE-ADOPTION QUESTIONNAIRE

Eddie was handed in to SDR back in 2022 after the owner’s realised Eddie wasn't suited to city life, living in the outskirts of London.  Eddie being a livestock guardian breed, a working dog that needs a specific environment and very experienced owners or it will not work out.  He went out on home-trial to live on a farm which very much suited him; however, during the trial there were a few teething issues, the main one being that although they had the ideal environment, he didn't suit their lifestyle due to how territorial he could be on their property towards strangers. 

WHAT’S GREAT ABOUT EDDIE?
Affectionate to people he knows
For his size, he walks nicely on the lead
Playful and will keep you entertained with his antics
Food motivated – great for further training
Enjoys enrichment and interactive toys
Likes long walks in the countryside, often bringing a present home with him
 
WHAT EDDIE NEEDS…
Owners experienced with the livestock guardians or large breeds
A large and secure garden
Potential adopters to meet a minimum of 4 times ahead of adoption
A home with no other pets
Quiet household without too many visitors
Owners who will continue his training

 

The adoption fee for Eddie is £250

 

                       50 MILE RE-HOMING RADIUS APPLIES

STOKENCHURCH DOG RESCUE RESERVES THE RIGHT TO REFUSE TO RE-HOME A DOG WITHOUT GIVING DUE REASON"
"cmfr9j2je00a8pkl7hg8eonws","1e3739a3","Rolo","Chihuahua","5 years","Male","4 - 6 years","Stokenchurch","Buckinghamshire","South East","Stokenchurch Dog Rescue","https://stokenchurchdogrescue.org.uk/slir/w500-h394-c500.394/webroot/uploads/dogs/2022/Rolo%20335%20B.jpg","https://stokenchurchdogrescue.org.uk/dogs/rolo","2025-09-14T23:00:00.000Z","2025-09-19T19:58:58.200Z","CLICK HERE FOR OUR PRE-ADOPTION QUESTIONNAIRE

Here we have the little Rolo who is not a new face here at the rescue.  He was rehomed in January 2022, but sadly had to be returned due to his owner’s ill health in 2024. 

WHAT’S GREAT ABOUT ROLO?
He’s a little dog with a big personality
Loves being off lead in enclosed areas
Can be super affectionate on his terms
Walks nicely on lead with known dogs
He’s a professional gymnast and likes to perform handstands
Semi muzzle trained

 

WHAT ROLO NEEDS…
Breed experienced home
Owners who are experienced with resource guarding
Quiet home with minimal visitors
Secure garden
No other pets
Owners who are going to give him space as and when he needs it – would benefit from his own safe space

 

The adoption fee for Rolo is £250.00

 

                                                                                                           50 MILE RE-HOMING RADIUS APPLIES

                                       STOKENCHURCH DOG RESCUE RESERVES THE RIGHT TO REFUSE TO RE-HOME A DOG WITHOUT GIVING DUE REASON"
"cmfr9j0vk00a7pkl7d5ovlis7","f73e655","Luna","Bulldog","4 years","Female","4 - 6 years","Stokenchurch","Buckinghamshire","South East","Stokenchurch Dog Rescue","https://stokenchurchdogrescue.org.uk/slir/w500-h394-c500.394/webroot/uploads/dogs/2022/Luna%20367%20A.jpg","https://stokenchurchdogrescue.org.uk/dogs/luna367","2025-09-14T23:00:00.000Z","2025-09-19T19:58:56.046Z","CLICK HERE FOR OUR PRE-ADOPTION QUESTIONNAIRE

Luna was originally signed over to SDR as her owners were unable to give her the attention she required.  She was rehomed, but due to some behavioural issues, she was sadly returned 2 weeks later due to some behavioural issues.  Luna is a fabulous girl and will make a great companion to owners who have time to help her settle.

 

WHAT’S GREAT ABOUT LUNA?
Once bonded with you, she’s very affectionate
Fun and playful – tennis ball mad!
Absolute water baby and loves splashing around in our paddling pools
Motivated by treats
Likes to have a go on our athletics equipment
Semi crate crated
Walk nicely with her dog friends – likes male dogs bigger than her

 

WHAT LUNA NEEDS…
Breed experienced home
Owners who are experienced with resource guarding
Quiet home with minimal visitors
Owners willing to help her with her confidence in new situations/environments and ongoing training
Secure garden
No other pets

 

The adoption fee for Luna is £250

 

50 MILE RE-HOMING RADIUS APPLIES

STOKENCHURCH DOG RESCUE RESERVES THE RIGHT TO REFUSE TO RE-HOME A DOG WITHOUT GIVING DUE REASON"
"cmfr9iz8100a6pkl7oefs3hez","33ac6519","Maisie","Cocker Spaniel","5 years","Female","4 - 6 years","Stokenchurch","Buckinghamshire","South East","Stokenchurch Dog Rescue","https://stokenchurchdogrescue.org.uk/slir/w500-h394-c500.394/webroot/uploads/dogs/2024/Maisie%20437%20D1.jpg","https://stokenchurchdogrescue.org.uk/dogs/maisie437","2025-09-14T23:00:00.000Z","2025-09-19T19:58:53.903Z","CLICK HERE FOR OUR PRE-ADOPTION QUESTIONNAIRE

Sweet, adorable Maisie came to SDR as her previous family could not give her the attention she needs.  She went off to the police on trial as a trainee sniffer dog; sadly for Maisie she didn't quite make the grade.  She was adopted by her handler, but later returned due to her sleep startle aggression.  Maisie is a fabulous dog with so many wonderful qualities and we have no doubt in the right home, she will make a wonderful addition to an active household.

 

WHAT’S GREAT ABOUT MAISIE?
Enjoys long walks, playing and water
Knows basic commands
Full of enthusiasm and enjoys mental and physical stimulation
Can be left home alone for a few hours
Crate trained
Would enjoy scent work
Sociable with other dogs

 

WHAT MAISIE NEEDS…
A pet free home, but can have walking buddies
A home with a secure garden
An active home that will keep her physically & mentally stimulated through training and exercise
Owners who can provide Maisie with her own room for sleeping/resting (sleep startle aggression)
Potential adopters to meet a minimum of 4 times ahead of adoption

 

The adoption fee for Maisie is £250.00

 

50 MILE RE-HOMING RADIUS APPLIES

STOKENCHURCH DOG RESCUE RESERVES THE RIGHT TO REFUSE TO RE-HOME A DOG WITHOUT GIVING DUE REASON"
"cmfr9iycm00a5pkl7bwfgjwku","3dac1fbc","Ziggy","Poodle","5 years","Male","4 - 6 years","Stokenchurch","Buckinghamshire","South East","Stokenchurch Dog Rescue","https://stokenchurchdogrescue.org.uk/slir/w500-h394-c500.394/webroot/uploads/dogs/2024/Ziggy%20475%20A%202024.jpg","https://stokenchurchdogrescue.org.uk/dogs/ziggy475","2025-09-14T23:00:00.000Z","2025-09-19T19:58:52.772Z","CLICK HERE FOR OUR PRE-ADOPTION QUESTIONNAIRE

Zestful Ziggy came to SDR due to his owners no longer being able to give him the time he required. Ziggy was rehomed but returned as his resource guarding behaviour became more prevalent.



WHAT’S GREAT ABOUT ZIGGY?
Loves going on adventures
Walks beautifully on the lead and engages well with his handler
Enjoys both physical and mental enrichment
Sociable with other dogs and can have walking buddies
Highly intelligent and enjoys learning new commands/tricks
House trained

 

WHAT ZIGGY NEEDS…
Experienced owners
Owners who understand resource guarding and will put management in place and follow advice/guidance from SDR
Regular grooming by a professional groomer
A home with a secure garden
Potential adopters to meet a minimum of 4 times ahead of adoption
A room or area to call his own where he will not be disturbed

 

The adoption fee for Ziggy is £250.00

 

                                                                                                            50 MILE RE-HOMING RADIUS APPLIES

                                       STOKENCHURCH DOG RESCUE RESERVES THE RIGHT TO REFUSE TO RE-HOME A DOG WITHOUT GIVING DUE REASON"
"cmfr9ivxj00a4pkl7rdskjlxr","5092e862","Mitzi","Dachshund","9 years","Male","7 - 9 years","Stokenchurch","Buckinghamshire","South East","Stokenchurch Dog Rescue","https://stokenchurchdogrescue.org.uk/slir/w500-h394-c500.394/webroot/uploads/dogs/2024/Mitzi%20514%20C%202024.jpg","https://stokenchurchdogrescue.org.uk/dogs/mitzi-514","2025-09-14T23:00:00.000Z","2025-09-19T19:58:49.637Z","CLICK HERE FOR OUR PRE-ADOPTION QUESTIONNAIRE



The first 7 years of his life consisted of just him and his devoted owner, and it was very much just the two of them. In April 2024, he unfortunately needed surgery on his back due IVDD (slipped disc), this is common in Dachshunds and it could be something that may happen again if not managed correctly, new owners will need to take this into consideration.

 

WHAT’S GREAT ABOUT MITZI?
Once bonded with you, Mitzi will be your best friend for life
Loves cuddles and attention
Enjoys walks when the mood takes him
Food motivated
Loves company
Neutral around other dogs (unless on his humans lap)
Cat friendly

 

WHAT MITZI NEEDS…
Breed experienced home
Owners to keep him at a healthy weight (previously been very overweight had has had spinal surgery for IVDD)
No direct access to front door
Owners willing to help him with his separation anxiety
Will require toilet training
Quiet home with minimal visitors

 

The adoption fee for Mitzi is £250.00

50 MILE RE-HOMING RADIUS APPLIES

STOKENCHURCH DOG RESCUE RESERVES THE RIGHT TO REFUSE TO RE-HOME A DOG WITHOUT GIVING DUE REASON"
"cmfr9iv4k00a3pkl7741jjtha","2d1270bb","Joules","Boxer","5 years","Female","4 - 6 years","Stokenchurch","Buckinghamshire","South East","Stokenchurch Dog Rescue","https://stokenchurchdogrescue.org.uk/slir/w500-h394-c500.394/webroot/uploads/Joules%20593%20CC.jpg","https://stokenchurchdogrescue.org.uk/dogs/joules593","2025-09-14T23:00:00.000Z","2025-09-19T19:58:48.594Z","CLICK HERE FOR OUR PRE-ADOPTION QUESTIONNAIRE

Beautiful & gorgeous are words banded around when people meet Joules, and don’t get me wrong she most certainly is.  The only other words missing are bonkers, crazy and bouncy.  As anyone who has owned a boxer type before will no doubt testify.  This lovable breed are in a league of their own when it comes to full on madness.  Joules came to us as she was a little too much for her previous family.  She has lived with children and was well mannered, if somewhat excitable when around them.

 

WHAT’S GREAT ABOUT JOULES?
Can live with teenagers aged 13 years and over
Fun-loving and full of energy
Knows basic commands and walks well on the lead
Eager to learn and please her handler
Can be left home alone for a few hours
Adores people and loves fuss and attention

 

WHAT JOULES NEEDS…
Owners experienced with the breed
A home with a secure garden
A home with no other pets
Potential adopters to meet Joules a minimum of twice before adoption
Owners to help her with her reactivity towards other dogs
Active home that will keep her physically & mentally stimulated

 

The adoption fee for Joules is £250.00

 

                                                                                              50 MILE RE-HOMING RADIUS APPLIES

                               STOKENCHURCH DOG RESCUE RESERVES THE RIGHT TO REFUSE TO RE-HOME A DOG WITHOUT GIVING DUE REASON"
"cmfr9iu5500a2pkl7h7va0jvr","5a4757dc","Claude","Shar Pei","2 years","Male","1 - 3 years","Stokenchurch","Buckinghamshire","South East","Stokenchurch Dog Rescue","https://stokenchurchdogrescue.org.uk/slir/w500-h394-c500.394/webroot/uploads/Claude%20613%20E.jpg","https://stokenchurchdogrescue.org.uk/dogs/claude613","2025-09-14T23:00:00.000Z","2025-09-19T19:58:47.319Z","CLICK HERE FOR OUR PRE-ADOPTION QUESTIONNAIRE

Claude arrived in the care of SDR via the pound as an unclaimed stray towards the end of last year.  He's a fabulous boy and adored by the staff and his regular walkers.

 

WHAT’S GREAT ABOUT CLAUDE?
Loves going for walks and will often take a toy of his choice with him
Full of personality and will be your in-house comedian
Sweet and affectionate with his people
Walks well on the lead once his excitement levels have settled
Not fazed by passing traffic or large vehicles
 
WHAT CLAUDE NEEDS…
No other pets
A home that can build up his home alone time
Secure garden to play in
Owners who will commit to training
Adopters to meet a minimum of two times ahead of adoption
An active home that enjoy getting out and exploring the great outdoors

 

The adoption fee for Claude is £250.00

 

                                                                                              50 MILE RE-HOMING RADIUS APPLIES

                                        STOKENCHURCH DOG RESCUE RESERVES THE RIGHT TO REFUSE TO RE-HOME A DOG WITHOUT GIVING DUE REASON"
